id,batchID,batchIDLastChangedAt,costCorrect,costCorrectLastChangedAt,gameID,gameIDLastChangedAt,myGain,myGainLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KFEVNWGECNPZ2KHCABTKN8EZ,01KFEV37CWX6SQYA0RPR0C01MW,2026-01-20T23:26:15.054102102Z,,,01KFEV37DE991T271V0BRDHRJW,2026-01-20T23:26:15.054102102Z,,,01KFEV8CTFEWEE7C0ZM9KMYRSE,2026-01-20T23:26:15.054102102Z,01KFEVGBDGJG5AGHRSTRJ3T74K,2026-01-20T23:26:15.054102102Z,01KFEVGBNAJP4247DGJT8JS0HC,2026-01-20T23:26:15.054102102Z,true,2026-01-20T23:26:16.778462002Z
01KFEVNXREMW93H74ZDAXQEF8V,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:26:16.334775556Z,,,01KFEV378FNG971PBW7B2SPNC6,2026-01-20T23:26:16.334775556Z,,,01KFEVCRBGBMN5MZZVZA8FPX1Z,2026-01-20T23:26:16.334775556Z,01KFEVJNR9280S2KWAWZH5CR01,2026-01-20T23:26:16.334775556Z,01KFEVJP0CC5GDASGWGTPZZW1R,2026-01-20T23:26:16.334775556Z,true,2026-01-20T23:26:18.700193566Z
01KFEVS5BYX1VNSM6RRFZJR7GT,01KFEV37CWX6SQYA0RPR0C01MW,2026-01-20T23:28:02.430038985Z,,,01KFEV37DE991T271V0NJ5BY6K,2026-01-20T23:28:02.430038985Z,,,01KFEVD9ZATE7H5N364WWPAV31,2026-01-20T23:28:02.430038985Z,01KFEVJEKNZ510AYKA5A7669HW,2026-01-20T23:28:02.430038985Z,01KFEVJESCKPNZBNE5RKM5DVA0,2026-01-20T23:28:02.430038985Z,true,2026-01-20T23:28:04.073010785Z
01KFEVTTCR9DYEYY5XDFDDZWGZ,01KFEV37PBC6DGWCX0HT0QWYJR,2026-01-20T23:28:56.72812876Z,,,01KFEV37PV76WD06T50QFKE80T,2026-01-20T23:28:56.72812876Z,,,01KFEVJMQNGBVWZMGKK0EQB935,2026-01-20T23:28:56.72812876Z,01KFEVS2Z9EQT2Y1JNWRXDGX7J,2026-01-20T23:28:56.72812876Z,01KFEVS345QSDN728AM6R7ANVS,2026-01-20T23:28:56.72812876Z,true,2026-01-20T23:29:00.957434335Z
01KFEW75A1MV2GSWNRWVHMWJ7C,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:35:41.121767167Z,,,01KFEV38H48T18ZRM15RETR33C,2026-01-20T23:35:41.121767167Z,,,01KFEVYB6HS3VX2GA7D4G2GPMT,2026-01-20T23:35:41.121767167Z,01KFEW2K6YFW0YHD45MRGH06TF,2026-01-20T23:35:41.121767167Z,01KFEW2KFYBK8SXGPNRXHVNHA9,2026-01-20T23:35:41.121767167Z,true,2026-01-20T23:35:42.1309493Z
01KFEWF77KS298JNYGB6WRKFNJ,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:40:05.267848633Z,,,01KFEV38H8T2V9428VC9T7MEBA,2026-01-20T23:40:05.267848633Z,,,01KFEW5BKPC6PA6AD6TVFX3GTH,2026-01-20T23:40:05.267848633Z,01KFEWB967BF5HCPTFD5ASW09Z,2026-01-20T23:40:05.267848633Z,01KFEWB9NQ31D1T96Z56SCS8PY,2026-01-20T23:40:05.267848633Z,true,2026-01-20T23:40:06.983899566Z
01KFEWCF4R1DCF1Z0MYPSM04CY,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:38:35.032765617Z,,,01KFEV38H8T2V9428VC9T7MEBA,2026-01-20T23:38:35.032765617Z,,,01KFEW5105FT4T963R9Z6AZ67Y,2026-01-20T23:38:35.032765617Z,01KFEWB933XTP1JVD282ZB991C,2026-01-20T23:38:35.032765617Z,01KFEWB9A300WRN1N4KJBP9Z0Z,2026-01-20T23:38:35.032765617Z,true,2026-01-20T23:38:42.626970746Z
01KFEWD9V12WXHR87V40K0X5AD,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:39:02.369148612Z,,,01KFEV38H8T2V9428VC9T7MEBA,2026-01-20T23:39:02.369148612Z,,,01KFEW5BKPC6PA6AD6TVFX3GTH,2026-01-20T23:39:02.369148612Z,01KFEWB94KQ2XE0PFRQY8WXWM9,2026-01-20T23:39:02.369148612Z,01KFEWB9CZCFCFGMP4CVNQWGXC,2026-01-20T23:39:02.369148612Z,true,2026-01-20T23:39:09.559769876Z
01KFEVJYPR0PAJAH8KFZYAS96A,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:24:39.000295832Z,true,2026-01-20T23:24:51.580023269Z,01KFEV378FNG971PBW7B2SPNC6,2026-01-20T23:24:39.000295832Z,20,2026-01-20T23:24:47.740906539Z,01KFEV82H962BNCCRXPB524628,2026-01-20T23:24:39.000295832Z,01KFEVJNQJE7J4E2J63H5S7H5Q,2026-01-20T23:24:39.000295832Z,01KFEVJNSEQEPSC5HXT8MW20GC,2026-01-20T23:24:39.000295832Z,true,2026-01-20T23:24:54.659337803Z
01KFEVKN8614SA5B77VVPKP0VN,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:25:02.086232696Z,,,01KFEV384Y33BFECW27AH8GSGD,2026-01-20T23:25:02.086232696Z,,,01KFEVCQTYNZYE4TGA9WFYBM2V,2026-01-20T23:25:02.086232696Z,01KFEVHAPDQ8SED7WGPAM28VFT,2026-01-20T23:25:02.086232696Z,01KFEVHATJXPN1CTQP5V92HW4M,2026-01-20T23:25:02.086232696Z,true,2026-01-20T23:25:05.626885698Z
01KFEVKYMY7DEZ7P862EGJX3BX,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:25:11.710516222Z,,,01KFEV384Y33BFECW27AH8GSGD,2026-01-20T23:25:11.710516222Z,,,01KFEVCQTYNZYE4TGA9WFYBM2V,2026-01-20T23:25:11.710516222Z,01KFEVHAPGWZJCVM4Z19V75XGE,2026-01-20T23:25:11.710516222Z,01KFEVHAV8YZYQF1D6XF3FXVY4,2026-01-20T23:25:11.710516222Z,true,2026-01-20T23:25:13.413207858Z
01KFEVM4XDYXH7GHW443B6CNBX,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:25:18.125225042Z,,,01KFEV384Y33BFECW27AH8GSGD,2026-01-20T23:25:18.125225042Z,,,01KFEVCQTYNZYE4TGA9WFYBM2V,2026-01-20T23:25:18.125225042Z,01KFEVHAPNHDSTG2VZVHXASK93,2026-01-20T23:25:18.125225042Z,01KFEVHAWAYP1J590Q9B24ATPH,2026-01-20T23:25:18.125225042Z,true,2026-01-20T23:25:22.284042706Z
01KFEVPTFTMEV5W8EQ15JBGSZD,01KFEV37PBC6DGWCX0HT0QWYJR,2026-01-20T23:26:45.754833125Z,,,01KFEV37PYV9HETXX2PSGE1RKD,2026-01-20T23:26:45.754833125Z,,,01KFEVDMPGK2KG6CGRXX80WQ5A,2026-01-20T23:26:45.754833125Z,01KFEVKCN4ZM7M5WXWCANY7678,2026-01-20T23:26:45.754833125Z,01KFEVKCST73KK8CVPG52VBNWN,2026-01-20T23:26:45.754833125Z,true,2026-01-20T23:26:52.263774206Z
01KFEW4918Z58VY8F9AFC8DB6D,01KFEVMN9Q125N5N16W4WNYJXF,2026-01-20T23:34:06.632371964Z,true,2026-01-20T23:34:25.714801422Z,01KFEVMNBC23RB4D79KEQ4G0VS,2026-01-20T23:34:06.632371964Z,10,2026-01-20T23:34:24.440486479Z,01KFEVX608THP5F5HX3GYF0X1K,2026-01-20T23:34:06.632371964Z,01KFEW3VP28YF1EKPX4Q9AW06S,2026-01-20T23:34:06.632371964Z,01KFEW3VPTZZNH40B7MWATR3PT,2026-01-20T23:34:06.632371964Z,true,2026-01-20T23:34:28.739447385Z
01KFEVB271A8VMC7V6AQTYDDFW,01KFEV2BZFDRZBG3Y0249RG1TW,2026-01-20T23:20:20.449075392Z,,,01KFEV2C08ND9C9BYW8N2T146P,2026-01-20T23:20:20.449075392Z,,,01KFEV4APCG117QZ1ZVXNKCJFC,2026-01-20T23:20:20.449075392Z,01KFEV992EGQ6JEDWT7CNXP7AX,2026-01-20T23:20:20.449075392Z,01KFEV998M6CZMY5M031ES74WD,2026-01-20T23:20:20.449075392Z,true,2026-01-20T23:20:21.737346366Z
01KFEVJQP13RZS3EG6TNVZRH3S,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:24:31.809477886Z,,,01KFEV378H0PY96RNMJTMM0E4X,2026-01-20T23:24:31.809477886Z,,,01KFEV8K48Q5MVC88J4XCQXRFY,2026-01-20T23:24:31.809477886Z,01KFEVFBC7KD30QSSEZXA6VZYZ,2026-01-20T23:24:31.809477886Z,01KFEVFBGF6G4T15VT507M1SC6,2026-01-20T23:24:31.809477886Z,true,2026-01-20T23:24:34.810220846Z
01KFEVY6HJEQ7YC1DS4SA89STA,01KFEV37CWX6SQYA0RPR0C01MW,2026-01-20T23:30:47.474509212Z,,,01KFEV37DAAK9E08F076WKMM6J,2026-01-20T23:30:47.474509212Z,,,01KFEVGWWQWT7BAZNJDAAA325H,2026-01-20T23:30:47.474509212Z,01KFEVRWT61HC9BSHHM7YRQS2Z,2026-01-20T23:30:47.474509212Z,01KFEVRX64YETNH44H17MNYBNS,2026-01-20T23:30:47.474509212Z,true,2026-01-20T23:30:51.74466853Z
01KFEW3QS7A6J2ZQDZD02DD8P7,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:33:48.967798326Z,true,2026-01-20T23:33:56.43948102Z,01KFEV385166A8JYCZ9G4DMHRQ,2026-01-20T23:33:48.967798326Z,10,2026-01-20T23:33:55.773460174Z,01KFEVWH8M80FFRA88HYSK2ZSQ,2026-01-20T23:33:48.967798326Z,01KFEW1AJZPPPE7Z0G8BBR056M,2026-01-20T23:33:48.967798326Z,01KFEW1AY89RPCCQK9FRK79836,2026-01-20T23:33:48.967798326Z,true,2026-01-20T23:33:59.444464211Z
01KFEWWT000HMZGC9KHMDB4MB0,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:47:30.432119372Z,,,01KFEV38H0S2Y42XZDBCZ2KPGY,2026-01-20T23:47:30.432119372Z,,,01KFEWA3ZKFQRVCEG62F0BJCT3,2026-01-20T23:47:30.432119372Z,01KFEWVM6P4FVA6Y7RWXQ75670,2026-01-20T23:47:30.432119372Z,01KFEWVMEPHVWNJZ034G9R3W39,2026-01-20T23:47:30.432119372Z,true,2026-01-20T23:47:33.713388516Z
01KFEW48WQZ4B488ESYF5P1R78,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:34:06.487250938Z,,,01KFEV385166A8JYCZ9G4DMHRQ,2026-01-20T23:34:06.487250938Z,,,01KFEVY502SJ2FK1Q7WFM0PHB4,2026-01-20T23:34:06.487250938Z,01KFEW1AJFE0V8F0RV3DYC5PKP,2026-01-20T23:34:06.487250938Z,01KFEW1B0JBJNQAQQG78KTMA88,2026-01-20T23:34:06.487250938Z,true,2026-01-20T23:34:08.116742634Z
01KFEW48WWJB3KSNEPRVDG55CY,01KFEV384BJYC62Y0E6AQK09K8,2026-01-20T23:34:06.492816723Z,,,01KFEV385166A8JYCZ9G4DMHRQ,2026-01-20T23:34:06.492816723Z,,,01KFEVWH8M80FFRA88HYSK2ZSQ,2026-01-20T23:34:06.492816723Z,01KFEW1AJFE0V8F0RV3DYC5PKP,2026-01-20T23:34:06.492816723Z,01KFEW1B0JBJNQAQQG78KTMA88,2026-01-20T23:34:06.492816723Z,true,2026-01-20T23:34:07.709413426Z
01KFEWWC6KQDEB2TB8E6B58A3R,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:47:16.307164442Z,,,01KFEV38H0S2Y42XZDBCZ2KPGY,2026-01-20T23:47:16.307164442Z,,,01KFEWA3ZKFQRVCEG62F0BJCT3,2026-01-20T23:47:16.307164442Z,01KFEWVM69B5XT587JT9ZENQD3,2026-01-20T23:47:16.307164442Z,01KFEWVMCCTPMPPVRWAA8ATR81,2026-01-20T23:47:16.307164442Z,true,2026-01-20T23:47:21.924771715Z
01KFEVNFEG4MRV6MDGMMDSGFYP,01KFEV37CWX6SQYA0RPR0C01MW,2026-01-20T23:26:01.680440701Z,,,01KFEV37DE991T271V0BRDHRJW,2026-01-20T23:26:01.680440701Z,,,01KFEV8CTFEWEE7C0ZM9KMYRSE,2026-01-20T23:26:01.680440701Z,01KFEVGBDCBHSEAWFBWHYTDW7K,2026-01-20T23:26:01.680440701Z,01KFEVGBKT88T9YPH70MHSY5F7,2026-01-20T23:26:01.680440701Z,true,2026-01-20T23:26:04.793034096Z
01KFEVNRDR3FYT7NJBY3GVFH1E,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:26:10.873025506Z,,,01KFEV378FNG971PBW7B2SPNC6,2026-01-20T23:26:10.873025506Z,,,01KFEVCRBGBMN5MZZVZA8FPX1Z,2026-01-20T23:26:10.873025506Z,01KFEVJNRD1MY8S8B50S9C4WM2,2026-01-20T23:26:10.873025506Z,01KFEVJNZTRDPZK5M1ZCFXFB63,2026-01-20T23:26:10.873025506Z,true,2026-01-20T23:26:12.247448536Z
01KFEVV2SS9NYJV0775XK2FA04,01KFEV37PBC6DGWCX0HT0QWYJR,2026-01-20T23:29:05.337996727Z,,,01KFEV37PV76WD06T50QFKE80T,2026-01-20T23:29:05.337996727Z,,,01KFEVJMQNGBVWZMGKK0EQB935,2026-01-20T23:29:05.337996727Z,01KFEVS2ZY16AG7M0J8YVV8W86,2026-01-20T23:29:05.337996727Z,01KFEVS360F36H3F8Z711062S0,2026-01-20T23:29:05.337996727Z,true,2026-01-20T23:29:09.082661055Z
01KFEWEW6B18ESKQ2N8AR7X9XS,01KFEV38A01XZ4DPRPFKRE96P8,2026-01-20T23:39:53.93125355Z,,,01KFEV38AJ2CFPYBQZ5JKK7PV4,2026-01-20T23:39:53.93125355Z,,,01KFEW2CHJQZ9TDCN78BA2VKEM,2026-01-20T23:39:53.93125355Z,01KFEW9RRB19NTDMQ39CJ149E9,2026-01-20T23:39:53.93125355Z,01KFEW9S281RCGXDCDZPTKRF9Z,2026-01-20T23:39:53.93125355Z,true,2026-01-20T23:40:01.06223205Z
01KFEWG0BZ0E4SAY09J22V7MZA,01KFEV38A01XZ4DPRPFKRE96P8,2026-01-20T23:40:30.976034375Z,,,01KFEV38AJ2CFPYBQZ5JKK7PV4,2026-01-20T23:40:30.976034375Z,,,01KFEW61CSGZMFE4TZ96QA9A06,2026-01-20T23:40:30.976034375Z,01KFEW9RQ327JZV3KPAF5ZD6ZC,2026-01-20T23:40:30.976034375Z,01KFEW9S7TKV98DDGRC0ARVZJ8,2026-01-20T23:40:30.976034375Z,true,2026-01-20T23:40:32.036703567Z
01KFEWJ7G13MWMXN4Y22X19K4E,01KFEVMN9Q125N5N16W4WNYJXF,2026-01-20T23:41:43.809238179Z,,,01KFEVMNAWK7WRWM1AMQZKX6SA,2026-01-20T23:41:43.809238179Z,,,01KFEW4NGJQK3SC6VDT657XA1V,2026-01-20T23:41:43.809238179Z,01KFEWE8W4Q7HBT12QMD8NKR4R,2026-01-20T23:41:43.809238179Z,01KFEWE9CB4C06WAEN7MTDV3PT,2026-01-20T23:41:43.809238179Z,true,2026-01-20T23:41:44.969808281Z
01KFEVFSG3J960DFEXZ710EDXJ,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:22:55.363142194Z,,,01KFEV378PDZP87HXSESW6BA01,2026-01-20T23:22:55.363142194Z,,,01KFEV6V20FH8Q8TGZN4SVCF5R,2026-01-20T23:22:55.363142194Z,01KFEVF1Q0DWKQS3BYN9S091RF,2026-01-20T23:22:55.363142194Z,01KFEVF1S6JFZZHMVNFB1SP2P6,2026-01-20T23:22:55.363142194Z,true,2026-01-20T23:22:58.795001988Z
01KFEVHNHNBVEPEZEK3V3KF9SN,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:23:56.853290903Z,,,01KFEV378H0PY96RNMJTMM0E4X,2026-01-20T23:23:56.853290903Z,,,01KFEV8K48Q5MVC88J4XCQXRFY,2026-01-20T23:23:56.853290903Z,01KFEVFBC06RMYVW5HNEESW6V6,2026-01-20T23:23:56.853290903Z,01KFEVFBFVN56DKXCHRCE891DP,2026-01-20T23:23:56.853290903Z,true,2026-01-20T23:24:00.172439472Z
01KFEVPWA75W9QZ3GSWX0QCPXZ,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:26:47.623222501Z,,,01KFEV38H72YHVC8PGTMFH64KV,2026-01-20T23:26:47.623222501Z,,,01KFEVES59D98C046XG860H43T,2026-01-20T23:26:47.623222501Z,01KFEVNK1W6GYWEFB0Z31C0NYJ,2026-01-20T23:26:47.623222501Z,01KFEVNK4RTJDQ97ZW0BSNAVVY,2026-01-20T23:26:47.623222501Z,,
01KFEVTQ00SAWC2RZDFXM0JZHS,01KFEV37CWX6SQYA0RPR0C01MW,2026-01-20T23:28:53.248607441Z,,,01KFEV37DE991T271V0NJ5BY6K,2026-01-20T23:28:53.248607441Z,,,01KFEV7RE3Q2MQ5NN8AGQ7Y4PK,2026-01-20T23:28:53.248607441Z,01KFEVJEKRTPZ9GBG5E2CFW5VH,2026-01-20T23:28:53.248607441Z,01KFEVJEVYJ3JD86JRR1DCD0PY,2026-01-20T23:28:53.248607441Z,true,2026-01-20T23:28:55.111954326Z
01KFEVV8ZWJRYSZZX0B6CYPVYQ,01KFEVMN9Q125N5N16W4WNYJXF,2026-01-20T23:29:11.676307702Z,true,2026-01-20T23:29:18.741781556Z,01KFEVMNB841AFDZFM4WSW4FTD,2026-01-20T23:29:11.676307702Z,17,2026-01-20T23:29:16.821001301Z,01KFEVC3J7JCZ73BZAKH9RH61D,2026-01-20T23:29:11.676307702Z,01KFEVPNH13GY2X6WR8TVJ5EYS,2026-01-20T23:29:11.676307702Z,01KFEVPNTQ2PC487PG1NNPN50B,2026-01-20T23:29:11.676307702Z,true,2026-01-20T23:29:21.767837427Z
01KFEW87GNNWA7PBXW58BHM068,01KFEVMNF44NEM58ETFST7KTWM,2026-01-20T23:36:16.149789855Z,false,2026-01-20T23:36:33.680890855Z,01KFEVMNH60E845G0BNN18WWCX,2026-01-20T23:36:16.149789855Z,20,2026-01-20T23:36:32.600835163Z,01KFEVTBJ5QPGNSZPVYF1Q2TSQ,2026-01-20T23:36:16.149789855Z,01KFEW7PNRNRMQAX1ZJ3QAKXQC,2026-01-20T23:36:16.149789855Z,01KFEW7PTHKDPY07GRRYQBRDD5,2026-01-20T23:36:16.149789855Z,true,2026-01-20T23:36:36.693012802Z
01KFEVNPDZ6B360Z7QVFJEKB59,01KFEV377XDCWB0CVW0E7ES8WB,2026-01-20T23:26:08.831745571Z,,,01KFEV378FNG971PBW7B2SPNC6,2026-01-20T23:26:08.831745571Z,,,01KFEVCRBGBMN5MZZVZA8FPX1Z,2026-01-20T23:26:08.831745571Z,01KFEVJNRF52FGSEND6NF55RT9,2026-01-20T23:26:08.831745571Z,01KFEVJNZ94923ZZNG1SNQK5J0,2026-01-20T23:26:08.831745571Z,true,2026-01-20T23:26:10.758241452Z
01KFEVVKBYDG68GS0SNM2QSNQE,01KFEVMN9Q125N5N16W4WNYJXF,2026-01-20T23:29:22.302799365Z,,,01KFEVMNB841AFDZFM4WSW4FTD,2026-01-20T23:29:22.302799365Z,,,01KFEVC3J7JCZ73BZAKH9RH61D,2026-01-20T23:29:22.302799365Z,01KFEVPNJ4WB4QFFFKRAV84BFG,2026-01-20T23:29:22.302799365Z,01KFEVPNVMS03NKT89Q2X4RS6N,2026-01-20T23:29:22.302799365Z,true,2026-01-20T23:29:25.651973043Z
01KFEW3YPKA6R96ZQAKXX67FW3,01KFEV37PBC6DGWCX0HT0QWYJR,2026-01-20T23:33:56.051155771Z,,,01KFEV37Q0WSYAYKWHM2EXN0DN,2026-01-20T23:33:56.051155771Z,,,01KFEVWYACX0Z3X7HHHK5DSTDD,2026-01-20T23:33:56.051155771Z,01KFEW0G8PBE5EFQ6P72KS21WH,2026-01-20T23:33:56.051155771Z,01KFEW0GMMQA5PDY7QSVW7PV49,2026-01-20T23:33:56.051155771Z,true,2026-01-20T23:33:57.471970343Z
01KFEWG8Z3VGYYNEMACRX7V557,01KFEV38A01XZ4DPRPFKRE96P8,2026-01-20T23:40:39.779314112Z,,,01KFEV38AJ2CFPYBQZ5JKK7PV4,2026-01-20T23:40:39.779314112Z,,,01KFEW61CSGZMFE4TZ96QA9A06,2026-01-20T23:40:39.779314112Z,01KFEW9RPTMR1X74362ZJ5HND1,2026-01-20T23:40:39.779314112Z,01KFEW9S9ADQ13VTXXA4YYJ4N7,2026-01-20T23:40:39.779314112Z,true,2026-01-20T23:40:40.885421691Z
01KFEWXYJGYZ3MW3WJGPXFPEYE,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:48:07.888908823Z,,,01KFEV38H0S2Y42XZDBCZ2KPGY,2026-01-20T23:48:07.888908823Z,,,01KFEWKWT6PWJAE8C8359J4DRM,2026-01-20T23:48:07.888908823Z,01KFEWVM889E015ABS9SG4J3H3,2026-01-20T23:48:07.888908823Z,01KFEWVMP8NNTWS1RXG85DCVSY,2026-01-20T23:48:07.888908823Z,true,2026-01-20T23:48:09.251559475Z
01KFEVNMWFFZ67FBX1AJDBAQSW,01KFEV38GJVYY8P8B7QXSW6BTE,2026-01-20T23:26:07.247722619Z,,,01KFEV38H72YHVC8PGTMFH64KV,2026-01-20T23:26:07.247722619Z,,,01KFEVE7DF79XD8SNTNNGKRM0M,2026-01-20T23:26:07.247722619Z,01KFEVNK1BDDD2SH2KKV7VEWMA,2026-01-20T23:26:07.247722619Z,01KFEVNK3VG52JYHJWHS70881X,2026-01-20T23:26:07.247722619Z,true,2026-01-20T23:26:12.80895845Z
