id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KFEDCCH0VMFH7P25F40PD43N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:23.712699392Z,all games finished,2026-01-20T19:56:56.342460574Z,true,2026-01-20T19:16:23.733884477Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:23.712699392Z,ended,2026-01-20T19:56:56.342460574Z
01KFEJ5D47V2DPV4P7KW69CWA7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:39:57.831506921Z,all games finished,2026-01-20T21:11:11.010529815Z,true,2026-01-20T20:39:57.88353739Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:39:57.831506921Z,ended,2026-01-20T21:11:11.010529815Z
01KFEHA1W0DBA89GCQ87GA4EG5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:01.568437436Z,all games finished,2026-01-20T20:39:58.449622876Z,true,2026-01-20T20:25:01.6779395Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:01.568437436Z,ended,2026-01-20T20:39:58.449622876Z
01KFEHA20TFYVSSENV0N2723W5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:01.722802938Z,all games finished,2026-01-20T20:43:19.694845258Z,true,2026-01-20T20:25:01.874933513Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:01.722802938Z,ended,2026-01-20T20:43:19.694845258Z
01KFEHAKK9QMW81MWT2FF1CSZA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:19.721574614Z,all games finished,2026-01-20T20:49:07.677457558Z,true,2026-01-20T20:25:19.767556435Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:19.721574614Z,ended,2026-01-20T20:49:07.677457558Z
01KFEHAM0SBSN9QYCK4NGJTWCC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:20.153298549Z,all games finished,2026-01-20T20:54:03.193762815Z,true,2026-01-20T20:25:20.250633156Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:20.153298549Z,ended,2026-01-20T20:54:03.193762815Z
01KFEDC9EK94N2WNCHE5RRQHCJ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:20.563081416Z,all games finished,2026-01-20T20:31:13.737944118Z,true,2026-01-20T19:16:20.595475618Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:20.563081416Z,ended,2026-01-20T20:31:13.737944118Z
01KFEJ5E832Q64ZNG3ZKPXGHJ5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:39:58.979812305Z,all games finished,2026-01-20T21:09:53.926152274Z,true,2026-01-20T20:39:59.034862068Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:39:58.979812305Z,ended,2026-01-20T21:09:53.926152274Z
01KFEKHQDC2K693XFM5ANS8DHE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T21:04:10.157000751Z,all games finished,2026-01-20T21:42:15.154069341Z,true,2026-01-20T21:04:18.495641611Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T21:04:10.157000751Z,ended,2026-01-20T21:42:15.154069341Z
01KFEMKF0GR6CF0MEQZS4M5Z1Y,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T21:22:35.664983583Z,,,true,2026-01-20T21:22:45.472180027Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T21:22:35.664983583Z,created,2026-01-20T21:22:35.664983583Z
